candidate,office,district,party,county,precinct,mail,election_day,votes
Michael Fahmy Girgis,U.S. Senate,,NON,Kings,1509,0,0,0
Don J Grundmann,U.S. Senate,,NON,Kings,1509,0,0,0
Rash Bihari Ghosh,U.S. Senate,,NON,Kings,1509,0,0,0
Ling Ling Shi,U.S. Senate,,NON,Kings,1509,0,0,0
"John ""Jack"" Crew",U.S. Senate,,REP,Kings,1509,0,1,1
Erin Cruz,U.S. Senate,,REP,Kings,1509,0,8,8
Derrick Michael Reid,U.S. Senate,,LIB,Kings,1509,0,0,0
Dianne Feinstein,U.S. Senate,,DEM,Kings,1509,0,15,15
Colleen Shea Fernald,U.S. Senate,,NON,Kings,1509,0,0,0
Adrienne Nicole Edward,U.S. Senate,,DEM,Kings,1509,0,1,1
Paul A Taylor,U.S. Senate,,REP,Kings,1509,0,17,17
Donnie O Turner,U.S. Senate,,DEM,Kings,1509,0,0,0
Pat Harris,U.S. Senate,,DEM,Kings,1509,0,2,2
Alison Hartson,U.S. Senate,,DEM,Kings,1509,0,1,1
Jason M Hanania,U.S. Senate,,NON,Kings,1509,0,0,0
David Hildebrand,U.S. Senate,,DEM,Kings,1509,0,0,0
Lee Olson,U.S. Senate,,NON,Kings,1509,0,0,0
"Roque ""Rocky"" De La Fuente",U.S. Senate,,REP,Kings,1509,0,5,5
Kevin De Leon,U.S. Senate,,DEM,Kings,1509,0,3,3
Kevin Mottus,U.S. Senate,,REP,Kings,1509,0,1,1
David Moore,U.S. Senate,,NON,Kings,1509,0,1,1
Mario Nabliba,U.S. Senate,,REP,Kings,1509,0,4,4
Andy Vidak,State Senate,14,REP,Kings,1509,0,134,134
Ruben Macareno,State Senate,14,DEM,Kings,1509,0,4,4
Abigail Solis,State Senate,14,DEM,Kings,1509,0,2,2
Melissa Hurtado,State Senate,14,DEM,Kings,1509,0,6,6
Justin Mendes,State Assembly,32,REP,Kings,1509,0,129,129
Rudy Salas,State Assembly,32,DEM,Kings,1509,0,18,18
,Registered Voters,,,Kings,1510,,,868
,Ballots Cast,,,Kings,1510,0,154,154
Josh Jones,Governor,,GRN,Kings,1510,0,0,0
J Bribiesca,Governor,,DEM,Kings,1510,0,0,0
Gloria Estela La Riva,Governor,,PF,Kings,1510,0,2,2
Peter Y Liu,Governor,,REP,Kings,1510,0,0,0
Antonio Villaraigosa,Governor,,DEM,Kings,1510,0,15,15
Yvonne Girard,Governor,,REP,Kings,1510,0,0,0
Robert Davidson Griffis,Governor,,DEM,Kings,1510,0,1,1
Shubham Goel,Governor,,NON,Kings,1510,0,0,0
Travis Allen,Governor,,REP,Kings,1510,0,38,38
Akinyemi Agbede,Governor,,DEM,Kings,1510,0,0,0
Johnny Wattenburg,Governor,,NON,Kings,1510,0,0,0
Nickolas Wildstar,Governor,,LIB,Kings,1510,0,1,1
Desmond Silveira,Governor,,NON,Kings,1510,0,0,0
Michael Shellenberger,Governor,,DEM,Kings,1510,0,0,0
Zoltan Istvan,Governor,,LIB,Kings,1510,0,0,0
Christopher N Carlson,Governor,,GRN,Kings,1510,0,0,0
Thomas Jefferson Cares,Governor,,DEM,Kings,1510,0,0,0
John Chiang,Governor,,DEM,Kings,1510,0,3,3
John H Cox,Governor,,REP,Kings,1510,0,68,68
Amanda Renteria,Governor,,DEM,Kings,1510,0,1,1
Delaine Eastin,Governor,,DEM,Kings,1510,0,0,0
Jeffrey Edward Taylor,Governor,,NON,Kings,1510,0,0,0
Klement Tinaj,Governor,,DEM,Kings,1510,0,0,0
"Hakan ""Hawk"" Mikado",Governor,,NON,Kings,1510,0,0,0
Albert Caesar Mezzetti,Governor,,DEM,Kings,1510,0,0,0
Gavin Newsom,Governor,,DEM,Kings,1510,0,14,14
"Robert C. Newman, II",Governor,,REP,Kings,1510,0,0,0
Jeff Bleich,Lieutenant Governor,,DEM,Kings,1510,0,8,8
Eleni Kounalakis,Lieutenant Governor,,DEM,Kings,1510,0,7,7
Cameron Gharabiklou,Lieutenant Governor,,DEM,Kings,1510,0,1,1
Tim Ferreira,Lieutenant Governor,,LIB,Kings,1510,0,4,4
David Fennell,Lieutenant Governor,,REP,Kings,1510,0,11,11
Danny Thomas,Lieutenant Governor,,NON,Kings,1510,0,1,1
Cole Harris,Lieutenant Governor,,REP,Kings,1510,0,49,49
Ed Hernandez,Lieutenant Governor,,DEM,Kings,1510,0,20,20
David R Hernandez,Lieutenant Governor,,REP,Kings,1510,0,7,7
Lydia Ortega,Lieutenant Governor,,REP,Kings,1510,0,29,29
Gayle McLaughlin,Lieutenant Governor,,NON,Kings,1510,0,1,1
Alex Padilla,Secretary of State,,DEM,Kings,1510,0,32,32
Gail K Lightfoot,Secretary of State,,LIB,Kings,1510,0,4,4
C T Weber,Secretary of State,,PF,Kings,1510,0,1,1
Erik Rydberg,Secretary of State,,GRN,Kings,1510,0,0,0
Raul Rodriguez Jr,Secretary of State,,REP,Kings,1510,0,6,6
Michael Feinstein,Secretary of State,,GRN,Kings,1510,0,1,1
Ruben Major,Secretary of State,,DEM,Kings,1510,0,1,1
Mark P Meuser,Secretary of State,,REP,Kings,1510,0,97,97
Konstantinos Roditis,Controller,,REP,Kings,1510,0,91,91
Mary Lou Finley,Controller,,PF,Kings,1510,0,5,5
Betty T Yee,Controller,,DEM,Kings,1510,0,47,47
Vivek Viswanathan,Treasurer,,DEM,Kings,1510,0,7,7
Jack M Guerrero,Treasurer,,REP,Kings,1510,0,47,47
Kevin Akin,Treasurer,,PF,Kings,1510,0,2,2
Greg Conlon,Treasurer,,REP,Kings,1510,0,65,65
Fiona Ma,Treasurer,,DEM,Kings,1510,0,22,22
Dave Jones,Attorney General,,DEM,Kings,1510,0,14,14
Steven C Bailey,Attorney General,,REP,Kings,1510,0,62,62
Xavier Becerra,Attorney General,,DEM,Kings,1510,0,21,21
Eric Early,Attorney General,,REP,Kings,1510,0,43,43
Steve Poizner,Insurance Commissioner,,NON,Kings,1510,0,90,90
Ricardo Lara,Insurance Commissioner,,DEM,Kings,1510,0,32,32
Nathalie Hrizi,Insurance Commissioner,,PF,Kings,1510,0,10,10
Asif Mahmood,Insurance Commissioner,,DEM,Kings,1510,0,5,5
Gerald Plummer,U.S. Senate,,DEM,Kings,1510,0,0,0
Tom Palzer,U.S. Senate,,REP,Kings,1510,0,13,13
John Thompson Parker,U.S. Senate,,PF,Kings,1510,0,1,1
Douglas Howard Pierce,U.S. Senate,,DEM,Kings,1510,0,2,2
Herbert G Peters,U.S. Senate,,DEM,Kings,1510,0,3,3
James P Bradley,U.S. Senate,,REP,Kings,1510,0,18,18
Arun K Bhumitra,U.S. Senate,,REP,Kings,1510,0,15,15
Jerry Joseph Laws,U.S. Senate,,REP,Kings,1510,0,1,1
Patrick Little,U.S. Senate,,REP,Kings,1510,0,2,2
Tim Gildersleeve,U.S. Senate,,NON,Kings,1510,0,0,0
Michael Fahmy Girgis,U.S. Senate,,NON,Kings,1510,0,0,0
Don J Grundmann,U.S. Senate,,NON,Kings,1510,0,0,0
Rash Bihari Ghosh,U.S. Senate,,NON,Kings,1510,0,0,0
Ling Ling Shi,U.S. Senate,,NON,Kings,1510,0,1,1
"John ""Jack"" Crew",U.S. Senate,,REP,Kings,1510,0,3,3
Erin Cruz,U.S. Senate,,REP,Kings,1510,0,9,9
Derrick Michael Reid,U.S. Senate,,LIB,Kings,1510,0,4,4
Dianne Feinstein,U.S. Senate,,DEM,Kings,1510,0,25,25
Colleen Shea Fernald,U.S. Senate,,NON,Kings,1510,0,0,0
Adrienne Nicole Edward,U.S. Senate,,DEM,Kings,1510,0,1,1
Paul A Taylor,U.S. Senate,,REP,Kings,1510,0,17,17
Donnie O Turner,U.S. Senate,,DEM,Kings,1510,0,0,0
Pat Harris,U.S. Senate,,DEM,Kings,1510,0,0,0
Alison Hartson,U.S. Senate,,DEM,Kings,1510,0,2,2
Jason M Hanania,U.S. Senate,,NON,Kings,1510,0,1,1
David Hildebrand,U.S. Senate,,DEM,Kings,1510,0,0,0
Lee Olson,U.S. Senate,,NON,Kings,1510,0,0,0
"Roque ""Rocky"" De La Fuente",U.S. Senate,,REP,Kings,1510,0,2,2
Kevin De Leon,U.S. Senate,,DEM,Kings,1510,0,5,5
Kevin Mottus,U.S. Senate,,REP,Kings,1510,0,1,1
David Moore,U.S. Senate,,NON,Kings,1510,0,0,0
Mario Nabliba,U.S. Senate,,REP,Kings,1510,0,3,3
Andy Vidak,State Senate,14,REP,Kings,1510,0,129,129
Ruben Macareno,State Senate,14,DEM,Kings,1510,0,4,4
Abigail Solis,State Senate,14,DEM,Kings,1510,0,6,6
Melissa Hurtado,State Senate,14,DEM,Kings,1510,0,13,13
Justin Mendes,State Assembly,32,REP,Kings,1510,0,120,120
Rudy Salas,State Assembly,32,DEM,Kings,1510,0,34,34
,Registered Voters,,,Kings,1511,,,306
,Ballots Cast,,,Kings,1511,0,60,60
Josh Jones,Governor,,GRN,Kings,1511,0,0,0
J Bribiesca,Governor,,DEM,Kings,1511,0,0,0
Gloria Estela La Riva,Governor,,PF,Kings,1511,0,0,0
Peter Y Liu,Governor,,REP,Kings,1511,0,1,1
Antonio Villaraigosa,Governor,,DEM,Kings,1511,0,7,7
Yvonne Girard,Governor,,REP,Kings,1511,0,1,1
Robert Davidson Griffis,Governor,,DEM,Kings,1511,0,0,0
Shubham Goel,Governor,,NON,Kings,1511,0,0,0
Travis Allen,Governor,,REP,Kings,1511,0,12,12
Akinyemi Agbede,Governor,,DEM,Kings,1511,0,0,0
Johnny Wattenburg,Governor,,NON,Kings,1511,0,0,0
Nickolas Wildstar,Governor,,LIB,Kings,1511,0,3,3
Desmond Silveira,Governor,,NON,Kings,1511,0,0,0
Michael Shellenberger,Governor,,DEM,Kings,1511,0,0,0
Zoltan Istvan,Governor,,LIB,Kings,1511,0,1,1
Christopher N Carlson,Governor,,GRN,Kings,1511,0,0,0
Thomas Jefferson Cares,Governor,,DEM,Kings,1511,0,0,0
John Chiang,Governor,,DEM,Kings,1511,0,5,5
John H Cox,Governor,,REP,Kings,1511,0,21,21
Amanda Renteria,Governor,,DEM,Kings,1511,0,1,1
Delaine Eastin,Governor,,DEM,Kings,1511,0,1,1
Jeffrey Edward Taylor,Governor,,NON,Kings,1511,0,0,0
Klement Tinaj,Governor,,DEM,Kings,1511,0,0,0
"Hakan ""Hawk"" Mikado",Governor,,NON,Kings,1511,0,0,0
Albert Caesar Mezzetti,Governor,,DEM,Kings,1511,0,0,0
Gavin Newsom,Governor,,DEM,Kings,1511,0,5,5
"Robert C. Newman, II",Governor,,REP,Kings,1511,0,0,0
Jeff Bleich,Lieutenant Governor,,DEM,Kings,1511,0,2,2
Eleni Kounalakis,Lieutenant Governor,,DEM,Kings,1511,0,2,2
Cameron Gharabiklou,Lieutenant Governor,,DEM,Kings,1511,0,0,0
Tim Ferreira,Lieutenant Governor,,LIB,Kings,1511,0,6,6
David Fennell,Lieutenant Governor,,REP,Kings,1511,0,8,8
Danny Thomas,Lieutenant Governor,,NON,Kings,1511,0,1,1
Cole Harris,Lieutenant Governor,,REP,Kings,1511,0,14,14
Ed Hernandez,Lieutenant Governor,,DEM,Kings,1511,0,10,10
David R Hernandez,Lieutenant Governor,,REP,Kings,1511,0,4,4
Lydia Ortega,Lieutenant Governor,,REP,Kings,1511,0,6,6
Gayle McLaughlin,Lieutenant Governor,,NON,Kings,1511,0,2,2
Alex Padilla,Secretary of State,,DEM,Kings,1511,0,14,14
Gail K Lightfoot,Secretary of State,,LIB,Kings,1511,0,6,6
C T Weber,Secretary of State,,PF,Kings,1511,0,0,0
Erik Rydberg,Secretary of State,,GRN,Kings,1511,0,0,0
Raul Rodriguez Jr,Secretary of State,,REP,Kings,1511,0,1,1
Michael Feinstein,Secretary of State,,GRN,Kings,1511,0,1,1
Ruben Major,Secretary of State,,DEM,Kings,1511,0,1,1
Mark P Meuser,Secretary of State,,REP,Kings,1511,0,31,31
Konstantinos Roditis,Controller,,REP,Kings,1511,0,28,28
Mary Lou Finley,Controller,,PF,Kings,1511,0,5,5
Betty T Yee,Controller,,DEM,Kings,1511,0,17,17
Vivek Viswanathan,Treasurer,,DEM,Kings,1511,0,1,1
Jack M Guerrero,Treasurer,,REP,Kings,1511,0,19,19
Kevin Akin,Treasurer,,PF,Kings,1511,0,2,2
Greg Conlon,Treasurer,,REP,Kings,1511,0,16,16
Fiona Ma,Treasurer,,DEM,Kings,1511,0,14,14
Dave Jones,Attorney General,,DEM,Kings,1511,0,9,9
Steven C Bailey,Attorney General,,REP,Kings,1511,0,17,17
Xavier Becerra,Attorney General,,DEM,Kings,1511,0,11,11
Eric Early,Attorney General,,REP,Kings,1511,0,16,16
Steve Poizner,Insurance Commissioner,,NON,Kings,1511,0,30,30
Ricardo Lara,Insurance Commissioner,,DEM,Kings,1511,0,14,14
Nathalie Hrizi,Insurance Commissioner,,PF,Kings,1511,0,3,3
Asif Mahmood,Insurance Commissioner,,DEM,Kings,1511,0,4,4
Gerald Plummer,U.S. Senate,,DEM,Kings,1511,0,2,2
Tom Palzer,U.S. Senate,,REP,Kings,1511,0,4,4
John Thompson Parker,U.S. Senate,,PF,Kings,1511,0,0,0
Douglas Howard Pierce,U.S. Senate,,DEM,Kings,1511,0,0,0
Herbert G Peters,U.S. Senate,,DEM,Kings,1511,0,0,0
James P Bradley,U.S. Senate,,REP,Kings,1511,0,4,4
Arun K Bhumitra,U.S. Senate,,REP,Kings,1511,0,6,6
Jerry Joseph Laws,U.S. Senate,,REP,Kings,1511,0,0,0
Patrick Little,U.S. Senate,,REP,Kings,1511,0,3,3
Tim Gildersleeve,U.S. Senate,,NON,Kings,1511,0,0,0
Michael Fahmy Girgis,U.S. Senate,,NON,Kings,1511,0,0,0
Don J Grundmann,U.S. Senate,,NON,Kings,1511,0,0,0
Rash Bihari Ghosh,U.S. Senate,,NON,Kings,1511,0,0,0
Ling Ling Shi,U.S. Senate,,NON,Kings,1511,0,0,0
"John ""Jack"" Crew",U.S. Senate,,REP,Kings,1511,0,1,1
Erin Cruz,U.S. Senate,,REP,Kings,1511,0,3,3
Derrick Michael Reid,U.S. Senate,,LIB,Kings,1511,0,7,7
Dianne Feinstein,U.S. Senate,,DEM,Kings,1511,0,12,12
Colleen Shea Fernald,U.S. Senate,,NON,Kings,1511,0,0,0
Adrienne Nicole Edward,U.S. Senate,,DEM,Kings,1511,0,0,0
Paul A Taylor,U.S. Senate,,REP,Kings,1511,0,1,1
Donnie O Turner,U.S. Senate,,DEM,Kings,1511,0,0,0
Pat Harris,U.S. Senate,,DEM,Kings,1511,0,1,1
Alison Hartson,U.S. Senate,,DEM,Kings,1511,0,1,1
Jason M Hanania,U.S. Senate,,NON,Kings,1511,0,1,1
David Hildebrand,U.S. Senate,,DEM,Kings,1511,0,0,0
Lee Olson,U.S. Senate,,NON,Kings,1511,0,0,0
"Roque ""Rocky"" De La Fuente",U.S. Senate,,REP,Kings,1511,0,1,1
Kevin De Leon,U.S. Senate,,DEM,Kings,1511,0,1,1
Kevin Mottus,U.S. Senate,,REP,Kings,1511,0,1,1
David Moore,U.S. Senate,,NON,Kings,1511,0,0,0
Mario Nabliba,U.S. Senate,,REP,Kings,1511,0,1,1
Andy Vidak,State Senate,14,REP,Kings,1511,0,48,48
Ruben Macareno,State Senate,14,DEM,Kings,1511,0,2,2
Abigail Solis,State Senate,14,DEM,Kings,1511,0,4,4
Melissa Hurtado,State Senate,14,DEM,Kings,1511,0,4,4
Justin Mendes,State Assembly,32,REP,Kings,1511,0,35,35
Rudy Salas,State Assembly,32,DEM,Kings,1511,0,23,23
,Registered Voters,,,Kings,1512,,,246
,Ballots Cast,,,Kings,1512,0,37,37
Josh Jones,Governor,,GRN,Kings,1512,0,0,0
J Bribiesca,Governor,,DEM,Kings,1512,0,0,0
Gloria Estela La Riva,Governor,,PF,Kings,1512,0,0,0
Peter Y Liu,Governor,,REP,Kings,1512,0,0,0
Antonio Villaraigosa,Governor,,DEM,Kings,1512,0,5,5
Yvonne Girard,Governor,,REP,Kings,1512,0,1,1
Robert Davidson Griffis,Governor,,DEM,Kings,1512,0,0,0
Shubham Goel,Governor,,NON,Kings,1512,0,0,0
Travis Allen,Governor,,REP,Kings,1512,0,13,13
Akinyemi Agbede,Governor,,DEM,Kings,1512,0,0,0
Johnny Wattenburg,Governor,,NON,Kings,1512,0,0,0
Nickolas Wildstar,Governor,,LIB,Kings,1512,0,1,1
Desmond Silveira,Governor,,NON,Kings,1512,0,0,0
Michael Shellenberger,Governor,,DEM,Kings,1512,0,0,0
Zoltan Istvan,Governor,,LIB,Kings,1512,0,0,0
Christopher N Carlson,Governor,,GRN,Kings,1512,0,0,0
Thomas Jefferson Cares,Governor,,DEM,Kings,1512,0,0,0
John Chiang,Governor,,DEM,Kings,1512,0,5,5
John H Cox,Governor,,REP,Kings,1512,0,10,10
Amanda Renteria,Governor,,DEM,Kings,1512,0,1,1
Delaine Eastin,Governor,,DEM,Kings,1512,0,0,0
Jeffrey Edward Taylor,Governor,,NON,Kings,1512,0,0,0
Klement Tinaj,Governor,,DEM,Kings,1512,0,0,0
"Hakan ""Hawk"" Mikado",Governor,,NON,Kings,1512,0,0,0
Albert Caesar Mezzetti,Governor,,DEM,Kings,1512,0,0,0
Gavin Newsom,Governor,,DEM,Kings,1512,0,1,1
"Robert C. Newman, II",Governor,,REP,Kings,1512,0,0,0
Jeff Bleich,Lieutenant Governor,,DEM,Kings,1512,0,2,2
Eleni Kounalakis,Lieutenant Governor,,DEM,Kings,1512,0,2,2
Cameron Gharabiklou,Lieutenant Governor,,DEM,Kings,1512,0,0,0
Tim Ferreira,Lieutenant Governor,,LIB,Kings,1512,0,2,2
David Fennell,Lieutenant Governor,,REP,Kings,1512,0,6,6
Danny Thomas,Lieutenant Governor,,NON,Kings,1512,0,0,0
Cole Harris,Lieutenant Governor,,REP,Kings,1512,0,5,5
Ed Hernandez,Lieutenant Governor,,DEM,Kings,1512,0,10,10
David R Hernandez,Lieutenant Governor,,REP,Kings,1512,0,3,3
Lydia Ortega,Lieutenant Governor,,REP,Kings,1512,0,4,4
Gayle McLaughlin,Lieutenant Governor,,NON,Kings,1512,0,1,1
Alex Padilla,Secretary of State,,DEM,Kings,1512,0,9,9
Gail K Lightfoot,Secretary of State,,LIB,Kings,1512,0,3,3
C T Weber,Secretary of State,,PF,Kings,1512,0,0,0
Erik Rydberg,Secretary of State,,GRN,Kings,1512,0,1,1
Raul Rodriguez Jr,Secretary of State,,REP,Kings,1512,0,0,0
Michael Feinstein,Secretary of State,,GRN,Kings,1512,0,1,1
Ruben Major,Secretary of State,,DEM,Kings,1512,0,1,1
Mark P Meuser,Secretary of State,,REP,Kings,1512,0,19,19
Konstantinos Roditis,Controller,,REP,Kings,1512,0,17,17
Mary Lou Finley,Controller,,PF,Kings,1512,0,3,3
Betty T Yee,Controller,,DEM,Kings,1512,0,16,16
Vivek Viswanathan,Treasurer,,DEM,Kings,1512,0,1,1
Jack M Guerrero,Treasurer,,REP,Kings,1512,0,8,8
Kevin Akin,Treasurer,,PF,Kings,1512,0,1,1
Greg Conlon,Treasurer,,REP,Kings,1512,0,13,13
Fiona Ma,Treasurer,,DEM,Kings,1512,0,12,12
Dave Jones,Attorney General,,DEM,Kings,1512,0,6,6
Steven C Bailey,Attorney General,,REP,Kings,1512,0,11,11
Xavier Becerra,Attorney General,,DEM,Kings,1512,0,7,7
Eric Early,Attorney General,,REP,Kings,1512,0,13,13
Steve Poizner,Insurance Commissioner,,NON,Kings,1512,0,22,22
Ricardo Lara,Insurance Commissioner,,DEM,Kings,1512,0,7,7
Nathalie Hrizi,Insurance Commissioner,,PF,Kings,1512,0,1,1
Asif Mahmood,Insurance Commissioner,,DEM,Kings,1512,0,2,2
Gerald Plummer,U.S. Senate,,DEM,Kings,1512,0,0,0
Tom Palzer,U.S. Senate,,REP,Kings,1512,0,2,2
John Thompson Parker,U.S. Senate,,PF,Kings,1512,0,0,0
Douglas Howard Pierce,U.S. Senate,,DEM,Kings,1512,0,1,1
Herbert G Peters,U.S. Senate,,DEM,Kings,1512,0,1,1
James P Bradley,U.S. Senate,,REP,Kings,1512,0,2,2
Arun K Bhumitra,U.S. Senate,,REP,Kings,1512,0,2,2
Jerry Joseph Laws,U.S. Senate,,REP,Kings,1512,0,0,0
Patrick Little,U.S. Senate,,REP,Kings,1512,0,1,1
Tim Gildersleeve,U.S. Senate,,NON,Kings,1512,0,0,0
Michael Fahmy Girgis,U.S. Senate,,NON,Kings,1512,0,0,0
Don J Grundmann,U.S. Senate,,NON,Kings,1512,0,0,0
Rash Bihari Ghosh,U.S. Senate,,NON,Kings,1512,0,0,0
Ling Ling Shi,U.S. Senate,,NON,Kings,1512,0,0,0
"John ""Jack"" Crew",U.S. Senate,,REP,Kings,1512,0,2,2
Erin Cruz,U.S. Senate,,REP,Kings,1512,0,2,2
Derrick Michael Reid,U.S. Senate,,LIB,Kings,1512,0,0,0
Dianne Feinstein,U.S. Senate,,DEM,Kings,1512,0,8,8
Colleen Shea Fernald,U.S. Senate,,NON,Kings,1512,0,1,1
Adrienne Nicole Edward,U.S. Senate,,DEM,Kings,1512,0,0,0
Paul A Taylor,U.S. Senate,,REP,Kings,1512,0,8,8
Donnie O Turner,U.S. Senate,,DEM,Kings,1512,0,2,2
Pat Harris,U.S. Senate,,DEM,Kings,1512,0,0,0
Alison Hartson,U.S. Senate,,DEM,Kings,1512,0,2,2
Jason M Hanania,U.S. Senate,,NON,Kings,1512,0,0,0
David Hildebrand,U.S. Senate,,DEM,Kings,1512,0,0,0
Lee Olson,U.S. Senate,,NON,Kings,1512,0,0,0
"Roque ""Rocky"" De La Fuente",U.S. Senate,,REP,Kings,1512,0,0,0
Kevin De Leon,U.S. Senate,,DEM,Kings,1512,0,1,1
Kevin Mottus,U.S. Senate,,REP,Kings,1512,0,2,2
David Moore,U.S. Senate,,NON,Kings,1512,0,0,0
Mario Nabliba,U.S. Senate,,REP,Kings,1512,0,2,2
Andy Vidak,State Senate,14,REP,Kings,1512,0,30,30
Ruben Macareno,State Senate,14,DEM,Kings,1512,0,0,0
Abigail Solis,State Senate,14,DEM,Kings,1512,0,3,3
Melissa Hurtado,State Senate,14,DEM,Kings,1512,0,6,6
Justin Mendes,State Assembly,32,REP,Kings,1512,0,22,22
Rudy Salas,State Assembly,32,DEM,Kings,1512,0,17,17
,Registered Voters,,,Kings,1513,,,44
,Ballots Cast,,,Kings,1513,0,3,3
Josh Jones,Governor,,GRN,Kings,1513,0,0,0
J Bribiesca,Governor,,DEM,Kings,1513,0,0,0
Gloria Estela La Riva,Governor,,PF,Kings,1513,0,0,0
Peter Y Liu,Governor,,REP,Kings,1513,0,0,0
Antonio Villaraigosa,Governor,,DEM,Kings,1513,0,0,0
Yvonne Girard,Governor,,REP,Kings,1513,0,0,0
Robert Davidson Griffis,Governor,,DEM,Kings,1513,0,0,0
Shubham Goel,Governor,,NON,Kings,1513,0,0,0
Travis Allen,Governor,,REP,Kings,1513,0,1,1
Akinyemi Agbede,Governor,,DEM,Kings,1513,0,0,0
Johnny Wattenburg,Governor,,NON,Kings,1513,0,0,0
Nickolas Wildstar,Governor,,LIB,Kings,1513,0,0,0
Desmond Silveira,Governor,,NON,Kings,1513,0,0,0
Michael Shellenberger,Governor,,DEM,Kings,1513,0,0,0
Zoltan Istvan,Governor,,LIB,Kings,1513,0,0,0
Christopher N Carlson,Governor,,GRN,Kings,1513,0,0,0
Thomas Jefferson Cares,Governor,,DEM,Kings,1513,0,0,0
John Chiang,Governor,,DEM,Kings,1513,0,1,1
John H Cox,Governor,,REP,Kings,1513,0,0,0
Amanda Renteria,Governor,,DEM,Kings,1513,0,1,1
Delaine Eastin,Governor,,DEM,Kings,1513,0,0,0
Jeffrey Edward Taylor,Governor,,NON,Kings,1513,0,0,0
Klement Tinaj,Governor,,DEM,Kings,1513,0,0,0
"Hakan ""Hawk"" Mikado",Governor,,NON,Kings,1513,0,0,0
Albert Caesar Mezzetti,Governor,,DEM,Kings,1513,0,0,0
Gavin Newsom,Governor,,DEM,Kings,1513,0,0,0
"Robert C. Newman, II",Governor,,REP,Kings,1513,0,0,0
Jeff Bleich,Lieutenant Governor,,DEM,Kings,1513,0,0,0
Eleni Kounalakis,Lieutenant Governor,,DEM,Kings,1513,0,0,0
Cameron Gharabiklou,Lieutenant Governor,,DEM,Kings,1513,0,0,0
Tim Ferreira,Lieutenant Governor,,LIB,Kings,1513,0,0,0
David Fennell,Lieutenant Governor,,REP,Kings,1513,0,1,1
Danny Thomas,Lieutenant Governor,,NON,Kings,1513,0,0,0
Cole Harris,Lieutenant Governor,,REP,Kings,1513,0,0,0
Ed Hernandez,Lieutenant Governor,,DEM,Kings,1513,0,0,0
David R Hernandez,Lieutenant Governor,,REP,Kings,1513,0,0,0
Lydia Ortega,Lieutenant Governor,,REP,Kings,1513,0,0,0
Gayle McLaughlin,Lieutenant Governor,,NON,Kings,1513,0,1,1
Alex Padilla,Secretary of State,,DEM,Kings,1513,0,1,1
Gail K Lightfoot,Secretary of State,,LIB,Kings,1513,0,0,0
C T Weber,Secretary of State,,PF,Kings,1513,0,0,0
Erik Rydberg,Secretary of State,,GRN,Kings,1513,0,0,0
Raul Rodriguez Jr,Secretary of State,,REP,Kings,1513,0,0,0
Michael Feinstein,Secretary of State,,GRN,Kings,1513,0,0,0
Ruben Major,Secretary of State,,DEM,Kings,1513,0,1,1
Mark P Meuser,Secretary of State,,REP,Kings,1513,0,1,1
Konstantinos Roditis,Controller,,REP,Kings,1513,0,1,1
Mary Lou Finley,Controller,,PF,Kings,1513,0,0,0
Betty T Yee,Controller,,DEM,Kings,1513,0,2,2
Vivek Viswanathan,Treasurer,,DEM,Kings,1513,0,1,1
Jack M Guerrero,Treasurer,,REP,Kings,1513,0,1,1
Kevin Akin,Treasurer,,PF,Kings,1513,0,0,0
Greg Conlon,Treasurer,,REP,Kings,1513,0,0,0
Fiona Ma,Treasurer,,DEM,Kings,1513,0,1,1
Dave Jones,Attorney General,,DEM,Kings,1513,0,0,0
Steven C Bailey,Attorney General,,REP,Kings,1513,0,0,0
Xavier Becerra,Attorney General,,DEM,Kings,1513,0,2,2
Eric Early,Attorney General,,REP,Kings,1513,0,1,1
Steve Poizner,Insurance Commissioner,,NON,Kings,1513,0,1,1
Ricardo Lara,Insurance Commissioner,,DEM,Kings,1513,0,2,2
Nathalie Hrizi,Insurance Commissioner,,PF,Kings,1513,0,0,0
Asif Mahmood,Insurance Commissioner,,DEM,Kings,1513,0,0,0
Gerald Plummer,U.S. Senate,,DEM,Kings,1513,0,0,0
Tom Palzer,U.S. Senate,,REP,Kings,1513,0,0,0
John Thompson Parker,U.S. Senate,,PF,Kings,1513,0,0,0
Douglas Howard Pierce,U.S. Senate,,DEM,Kings,1513,0,0,0
Herbert G Peters,U.S. Senate,,DEM,Kings,1513,0,0,0
James P Bradley,U.S. Senate,,REP,Kings,1513,0,0,0
Arun K Bhumitra,U.S. Senate,,REP,Kings,1513,0,0,0
Jerry Joseph Laws,U.S. Senate,,REP,Kings,1513,0,0,0
Patrick Little,U.S. Senate,,REP,Kings,1513,0,0,0
Tim Gildersleeve,U.S. Senate,,NON,Kings,1513,0,0,0
Michael Fahmy Girgis,U.S. Senate,,NON,Kings,1513,0,0,0
Don J Grundmann,U.S. Senate,,NON,Kings,1513,0,0,0
Rash Bihari Ghosh,U.S. Senate,,NON,Kings,1513,0,0,0
Ling Ling Shi,U.S. Senate,,NON,Kings,1513,0,0,0
"John ""Jack"" Crew",U.S. Senate,,REP,Kings,1513,0,0,0
Erin Cruz,U.S. Senate,,REP,Kings,1513,0,0,0
Derrick Michael Reid,U.S. Senate,,LIB,Kings,1513,0,0,0
Dianne Feinstein,U.S. Senate,,DEM,Kings,1513,0,2,2
