"","county","precinct","office","district","party","candidate","votes"
"22570","San Bernardino","UNI1529","U.S. Senate",NA,"Dem","Kevin DeLeon",260
"22571","San Bernardino","UNI1530","U.S. Senate",NA,"Dem","Kevin DeLeon",277
"22572","San Bernardino","UNI1531","U.S. Senate",NA,"Dem","Kevin DeLeon",368
"22573","San Bernardino","UNI1532","U.S. Senate",NA,"Dem","Kevin DeLeon",8
"22574","San Bernardino","UNI1566","U.S. Senate",NA,"Dem","Kevin DeLeon",4
"22575","San Bernardino","UNI1584","U.S. Senate",NA,"Dem","Kevin DeLeon",24
"22576","San Bernardino","UNI1585","U.S. Senate",NA,"Dem","Kevin DeLeon",35
"22577","San Bernardino","UNI1593","U.S. Senate",NA,"Dem","Kevin DeLeon",8
"22578","San Bernardino","UNI1594","U.S. Senate",NA,"Dem","Kevin DeLeon",1
"22579","San Bernardino","UNI1596","U.S. Senate",NA,"Dem","Kevin DeLeon",3
"22580","San Bernardino","UNI1597","U.S. Senate",NA,"Dem","Kevin DeLeon",284
"22581","San Bernardino","UNI1602","U.S. Senate",NA,"Dem","Kevin DeLeon",0
"22582","San Bernardino","UNI1603","U.S. Senate",NA,"Dem","Kevin DeLeon",7
"22583","San Bernardino","UNI1608","U.S. Senate",NA,"Dem","Kevin DeLeon",95
"22584","San Bernardino","UNI1613","U.S. Senate",NA,"Dem","Kevin DeLeon",6
"22585","San Bernardino","UNI1616","U.S. Senate",NA,"Dem","Kevin DeLeon",117
"22586","San Bernardino","UNI1627","U.S. Senate",NA,"Dem","Kevin DeLeon",29
"22587","San Bernardino","UNI1630","U.S. Senate",NA,"Dem","Kevin DeLeon",5
"22588","San Bernardino","UNI1637","U.S. Senate",NA,"Dem","Kevin DeLeon",15
"22589","San Bernardino","UNI1638","U.S. Senate",NA,"Dem","Kevin DeLeon",30
"22590","San Bernardino","UNI1652","U.S. Senate",NA,"Dem","Kevin DeLeon",1
"22591","San Bernardino","UNI1673","U.S. Senate",NA,"Dem","Kevin DeLeon",22
"22592","San Bernardino","UNI1676","U.S. Senate",NA,"Dem","Kevin DeLeon",0
"22593","San Bernardino","UNI1678","U.S. Senate",NA,"Dem","Kevin DeLeon",129
"22594","San Bernardino","UNI1681","U.S. Senate",NA,"Dem","Kevin DeLeon",4
"22595","San Bernardino","UNI1685","U.S. Senate",NA,"Dem","Kevin DeLeon",0
"22596","San Bernardino","UNI1686","U.S. Senate",NA,"Dem","Kevin DeLeon",14
"22597","San Bernardino","UNI1687","U.S. Senate",NA,"Dem","Kevin DeLeon",28
"22598","San Bernardino","UNI1689","U.S. Senate",NA,"Dem","Kevin DeLeon",9
"22599","San Bernardino","UNI1694","U.S. Senate",NA,"Dem","Kevin DeLeon",0
"22600","San Bernardino","UNI1711","U.S. Senate",NA,"Dem","Kevin DeLeon",8
"22601","San Bernardino","UNI1714","U.S. Senate",NA,"Dem","Kevin DeLeon",3
"22602","San Bernardino","UNI1729","U.S. Senate",NA,"Dem","Kevin DeLeon",0
"22603","San Bernardino","UNI1799","U.S. Senate",NA,"Dem","Kevin DeLeon",0
"22604","San Bernardino","UNI1801","U.S. Senate",NA,"Dem","Kevin DeLeon",0
"22605","San Bernardino","UNI1804","U.S. Senate",NA,"Dem","Kevin DeLeon",0
"22606","San Bernardino","UNI1805","U.S. Senate",NA,"Dem","Kevin DeLeon",9
"22607","San Bernardino","UNI1807","U.S. Senate",NA,"Dem","Kevin DeLeon",1
"22608","San Bernardino","UNI1819","U.S. Senate",NA,"Dem","Kevin DeLeon",84
"22609","San Bernardino","UNI1820","U.S. Senate",NA,"Dem","Kevin DeLeon",120
"22610","San Bernardino","UNI1906","U.S. Senate",NA,"Dem","Kevin DeLeon",33
"22611","San Bernardino","UNI1907","U.S. Senate",NA,"Dem","Kevin DeLeon",66
"22612","San Bernardino","UNI1908","U.S. Senate",NA,"Dem","Kevin DeLeon",40
"22613","San Bernardino","UNI1910","U.S. Senate",NA,"Dem","Kevin DeLeon",95
"22614","San Bernardino","UNI1911","U.S. Senate",NA,"Dem","Kevin DeLeon",141
"22615","San Bernardino","UNI1912","U.S. Senate",NA,"Dem","Kevin DeLeon",3
"22616","San Bernardino","UNI1913","U.S. Senate",NA,"Dem","Kevin DeLeon",74
"22617","San Bernardino","UNI1914","U.S. Senate",NA,"Dem","Kevin DeLeon",85
"22618","San Bernardino","UNI1915","U.S. Senate",NA,"Dem","Kevin DeLeon",21
"22619","San Bernardino","UNI1925","U.S. Senate",NA,"Dem","Kevin DeLeon",2
"22620","San Bernardino","UNI1939","U.S. Senate",NA,"Dem","Kevin DeLeon",60
"22621","San Bernardino","UNI1940","U.S. Senate",NA,"Dem","Kevin DeLeon",11
"22622","San Bernardino","UNI1941","U.S. Senate",NA,"Dem","Kevin DeLeon",38
"22623","San Bernardino","UNI1942","U.S. Senate",NA,"Dem","Kevin DeLeon",139
"22624","San Bernardino","UNI1943","U.S. Senate",NA,"Dem","Kevin DeLeon",52
"22625","San Bernardino","UNI1945","U.S. Senate",NA,"Dem","Kevin DeLeon",0
"22626","San Bernardino","UNI1949","U.S. Senate",NA,"Dem","Kevin DeLeon",0
"22627","San Bernardino","UNI1950","U.S. Senate",NA,"Dem","Kevin DeLeon",39
"22628","San Bernardino","UNI1952","U.S. Senate",NA,"Dem","Kevin DeLeon",145
"22629","San Bernardino","UNI1953","U.S. Senate",NA,"Dem","Kevin DeLeon",85
"22630","San Bernardino","UNI1979","U.S. Senate",NA,"Dem","Kevin DeLeon",10
"22631","San Bernardino","UNI1980","U.S. Senate",NA,"Dem","Kevin DeLeon",20
"22632","San Bernardino","UNI1981","U.S. Senate",NA,"Dem","Kevin DeLeon",11
"22633","San Bernardino","UNI1982","U.S. Senate",NA,"Dem","Kevin DeLeon",33
"22634","San Bernardino","UNI1983","U.S. Senate",NA,"Dem","Kevin DeLeon",23
"22635","San Bernardino","UNI1984","U.S. Senate",NA,"Dem","Kevin DeLeon",3
"22636","San Bernardino","UNI1997","U.S. Senate",NA,"Dem","Kevin DeLeon",78
"22637","San Bernardino","UNI2001","U.S. Senate",NA,"Dem","Kevin DeLeon",48
"22638","San Bernardino","UNI2009","U.S. Senate",NA,"Dem","Kevin DeLeon",70
"22639","San Bernardino","UNI2021","U.S. Senate",NA,"Dem","Kevin DeLeon",72
"22640","San Bernardino","UNI2022","U.S. Senate",NA,"Dem","Kevin DeLeon",16
"22641","San Bernardino","UNI2049","U.S. Senate",NA,"Dem","Kevin DeLeon",10
"22642","San Bernardino","UNI2050","U.S. Senate",NA,"Dem","Kevin DeLeon",45
"22643","San Bernardino","UNI2071","U.S. Senate",NA,"Dem","Kevin DeLeon",2
"22644","San Bernardino","UNI2075","U.S. Senate",NA,"Dem","Kevin DeLeon",60
"22645","San Bernardino","UNI2089","U.S. Senate",NA,"Dem","Kevin DeLeon",0
"22646","San Bernardino","UNI2090","U.S. Senate",NA,"Dem","Kevin DeLeon",10
"22647","San Bernardino","UNI2108","U.S. Senate",NA,"Dem","Kevin DeLeon",71
"22648","San Bernardino","UNI2120","U.S. Senate",NA,"Dem","Kevin DeLeon",9
"22649","San Bernardino","UNI2132","U.S. Senate",NA,"Dem","Kevin DeLeon",10
"22650","San Bernardino","UNI2133","U.S. Senate",NA,"Dem","Kevin DeLeon",26
"22651","San Bernardino","UNI2134","U.S. Senate",NA,"Dem","Kevin DeLeon",0
"22652","San Bernardino","UNI2135","U.S. Senate",NA,"Dem","Kevin DeLeon",15
"22653","San Bernardino","UNI2136","U.S. Senate",NA,"Dem","Kevin DeLeon",3
"22654","San Bernardino","UNI2171","U.S. Senate",NA,"Dem","Kevin DeLeon",0
"22655","San Bernardino","UNI2172","U.S. Senate",NA,"Dem","Kevin DeLeon",0
"22656","San Bernardino","UNI2184","U.S. Senate",NA,"Dem","Kevin DeLeon",51
"22657","San Bernardino","UNI2185","U.S. Senate",NA,"Dem","Kevin DeLeon",5
"22658","San Bernardino","UNI2189","U.S. Senate",NA,"Dem","Kevin DeLeon",192
"22659","San Bernardino","UNI2190","U.S. Senate",NA,"Dem","Kevin DeLeon",69
"22660","San Bernardino","UNI2191","U.S. Senate",NA,"Dem","Kevin DeLeon",15
"22661","San Bernardino","UNI2198","U.S. Senate",NA,"Dem","Kevin DeLeon",1
"22662","San Bernardino","UNI2200","U.S. Senate",NA,"Dem","Kevin DeLeon",216
"22663","San Bernardino","UNI2202","U.S. Senate",NA,"Dem","Kevin DeLeon",0
"22664","San Bernardino","UP10841","U.S. Senate",NA,"Dem","Kevin DeLeon",627
"22665","San Bernardino","UP10842","U.S. Senate",NA,"Dem","Kevin DeLeon",597
"22666","San Bernardino","UP10843","U.S. Senate",NA,"Dem","Kevin DeLeon",527
"22667","San Bernardino","UP10851","U.S. Senate",NA,"Dem","Kevin DeLeon",623
"22668","San Bernardino","UP10852","U.S. Senate",NA,"Dem","Kevin DeLeon",457
"22669","San Bernardino","UP10853","U.S. Senate",NA,"Dem","Kevin DeLeon",571
"22670","San Bernardino","UP11277","U.S. Senate",NA,"Dem","Kevin DeLeon",302
"22671","San Bernardino","UP11278","U.S. Senate",NA,"Dem","Kevin DeLeon",10
"22672","San Bernardino","UP11279","U.S. Senate",NA,"Dem","Kevin DeLeon",2
"22673","San Bernardino","UP11834","U.S. Senate",NA,"Dem","Kevin DeLeon",32
"22674","San Bernardino","UP11835","U.S. Senate",NA,"Dem","Kevin DeLeon",256
"22675","San Bernardino","UP20836","U.S. Senate",NA,"Dem","Kevin DeLeon",63
"22676","San Bernardino","UP20837","U.S. Senate",NA,"Dem","Kevin DeLeon",68
"22677","San Bernardino","UP20844","U.S. Senate",NA,"Dem","Kevin DeLeon",342
"22678","San Bernardino","UP20845","U.S. Senate",NA,"Dem","Kevin DeLeon",353
"22679","San Bernardino","UP20846","U.S. Senate",NA,"Dem","Kevin DeLeon",272
"22680","San Bernardino","UP20847","U.S. Senate",NA,"Dem","Kevin DeLeon",585
"22681","San Bernardino","UP20848","U.S. Senate",NA,"Dem","Kevin DeLeon",41
"22682","San Bernardino","UP20849","U.S. Senate",NA,"Dem","Kevin DeLeon",581
"22683","San Bernardino","UP20850","U.S. Senate",NA,"Dem","Kevin DeLeon",611
"22684","San Bernardino","UP20854","U.S. Senate",NA,"Dem","Kevin DeLeon",60
"22685","San Bernardino","UP20855","U.S. Senate",NA,"Dem","Kevin DeLeon",127
"22686","San Bernardino","UP21275","U.S. Senate",NA,"Dem","Kevin DeLeon",9
"22687","San Bernardino","UP21276","U.S. Senate",NA,"Dem","Kevin DeLeon",244
"22688","San Bernardino","UP21280","U.S. Senate",NA,"Dem","Kevin DeLeon",103
"22689","San Bernardino","UP21289","U.S. Senate",NA,"Dem","Kevin DeLeon",232
"22690","San Bernardino","UP21838","U.S. Senate",NA,"Dem","Kevin DeLeon",73
"22691","San Bernardino","UP31284","U.S. Senate",NA,"Dem","Kevin DeLeon",6
"22692","San Bernardino","UP31285","U.S. Senate",NA,"Dem","Kevin DeLeon",10
"22693","San Bernardino","UP31290","U.S. Senate",NA,"Dem","Kevin DeLeon",599
"22694","San Bernardino","UP31291","U.S. Senate",NA,"Dem","Kevin DeLeon",628
"22695","San Bernardino","UP31292","U.S. Senate",NA,"Dem","Kevin DeLeon",616
"22696","San Bernardino","UP31836","U.S. Senate",NA,"Dem","Kevin DeLeon",276
"22697","San Bernardino","UP41281","U.S. Senate",NA,"Dem","Kevin DeLeon",210
"22698","San Bernardino","UP41282","U.S. Senate",NA,"Dem","Kevin DeLeon",345
"22699","San Bernardino","UP41283","U.S. Senate",NA,"Dem","Kevin DeLeon",161
"22700","San Bernardino","UP41286","U.S. Senate",NA,"Dem","Kevin DeLeon",477
"22701","San Bernardino","UP41287","U.S. Senate",NA,"Dem","Kevin DeLeon",451
"22702","San Bernardino","UP41288","U.S. Senate",NA,"Dem","Kevin DeLeon",328
"22703","San Bernardino","UP41833","U.S. Senate",NA,"Dem","Kevin DeLeon",211
"22704","San Bernardino","UP41837","U.S. Senate",NA,"Dem","Kevin DeLeon",7
"22705","San Bernardino","VIC0368","U.S. Senate",NA,"Dem","Kevin DeLeon",139
"22706","San Bernardino","VIC0369","U.S. Senate",NA,"Dem","Kevin DeLeon",295
"22707","San Bernardino","VIC0377","U.S. Senate",NA,"Dem","Kevin DeLeon",390
"22708","San Bernardino","VIC0378","U.S. Senate",NA,"Dem","Kevin DeLeon",248
"22709","San Bernardino","VIC0379","U.S. Senate",NA,"Dem","Kevin DeLeon",9
"22710","San Bernardino","VIC0418","U.S. Senate",NA,"Dem","Kevin DeLeon",0
"22711","San Bernardino","VIC0421","U.S. Senate",NA,"Dem","Kevin DeLeon",3
"22712","San Bernardino","VIC0426","U.S. Senate",NA,"Dem","Kevin DeLeon",2
"22713","San Bernardino","VIC0427","U.S. Senate",NA,"Dem","Kevin DeLeon",145
"22714","San Bernardino","VIC0428","U.S. Senate",NA,"Dem","Kevin DeLeon",249
"22715","San Bernardino","VIC0429","U.S. Senate",NA,"Dem","Kevin DeLeon",37
"22716","San Bernardino","VIC0431","U.S. Senate",NA,"Dem","Kevin DeLeon",395
"22717","San Bernardino","VIC0432","U.S. Senate",NA,"Dem","Kevin DeLeon",257
"22718","San Bernardino","VIC0433","U.S. Senate",NA,"Dem","Kevin DeLeon",249
"22719","San Bernardino","VIC0434","U.S. Senate",NA,"Dem","Kevin DeLeon",2
"22720","San Bernardino","VIC0435","U.S. Senate",NA,"Dem","Kevin DeLeon",429
"22721","San Bernardino","VIC0436","U.S. Senate",NA,"Dem","Kevin DeLeon",378
"22722","San Bernardino","VIC0437","U.S. Senate",NA,"Dem","Kevin DeLeon",280
"22723","San Bernardino","VIC0438","U.S. Senate",NA,"Dem","Kevin DeLeon",354
"22724","San Bernardino","VIC0439","U.S. Senate",NA,"Dem","Kevin DeLeon",83
"22725","San Bernardino","VIC0440","U.S. Senate",NA,"Dem","Kevin DeLeon",322
"22726","San Bernardino","VIC0441","U.S. Senate",NA,"Dem","Kevin DeLeon",6
"22727","San Bernardino","VIC0442","U.S. Senate",NA,"Dem","Kevin DeLeon",195
"22728","San Bernardino","VIC0443","U.S. Senate",NA,"Dem","Kevin DeLeon",70
"22729","San Bernardino","VIC0444","U.S. Senate",NA,"Dem","Kevin DeLeon",138
"22730","San Bernardino","VIC0445","U.S. Senate",NA,"Dem","Kevin DeLeon",163
"22731","San Bernardino","VIC0446","U.S. Senate",NA,"Dem","Kevin DeLeon",454
"22732","San Bernardino","VIC0447","U.S. Senate",NA,"Dem","Kevin DeLeon",327
"22733","San Bernardino","VIC0449","U.S. Senate",NA,"Dem","Kevin DeLeon",181
"22734","San Bernardino","VIC0450","U.S. Senate",NA,"Dem","Kevin DeLeon",334
"22735","San Bernardino","VIC0451","U.S. Senate",NA,"Dem","Kevin DeLeon",384
"22736","San Bernardino","VIC0452","U.S. Senate",NA,"Dem","Kevin DeLeon",217
"22737","San Bernardino","VIC0453","U.S. Senate",NA,"Dem","Kevin DeLeon",373
"22738","San Bernardino","VIC0454","U.S. Senate",NA,"Dem","Kevin DeLeon",386
"22739","San Bernardino","VIC0455","U.S. Senate",NA,"Dem","Kevin DeLeon",334
"22740","San Bernardino","VIC0456","U.S. Senate",NA,"Dem","Kevin DeLeon",168
"22741","San Bernardino","VIC0457","U.S. Senate",NA,"Dem","Kevin DeLeon",360
"22742","San Bernardino","VIC0458","U.S. Senate",NA,"Dem","Kevin DeLeon",414
"22743","San Bernardino","VIC0459","U.S. Senate",NA,"Dem","Kevin DeLeon",13
"22744","San Bernardino","VIC0460","U.S. Senate",NA,"Dem","Kevin DeLeon",473
"22745","San Bernardino","VIC1604","U.S. Senate",NA,"Dem","Kevin DeLeon",145
"22746","San Bernardino","VIC1605","U.S. Senate",NA,"Dem","Kevin DeLeon",130
"22747","San Bernardino","VIC1617","U.S. Senate",NA,"Dem","Kevin DeLeon",7
"22748","San Bernardino","VIC1618","U.S. Senate",NA,"Dem","Kevin DeLeon",10
"22749","San Bernardino","VIC1821","U.S. Senate",NA,"Dem","Kevin DeLeon",5
"22750","San Bernardino","VIC1822","U.S. Senate",NA,"Dem","Kevin DeLeon",1
"22751","San Bernardino","VIC1823","U.S. Senate",NA,"Dem","Kevin DeLeon",35
"22752","San Bernardino","VIC1931","U.S. Senate",NA,"Dem","Kevin DeLeon",61
"22753","San Bernardino","VIC1932","U.S. Senate",NA,"Dem","Kevin DeLeon",0
"22754","San Bernardino","VIC1933","U.S. Senate",NA,"Dem","Kevin DeLeon",142
"22755","San Bernardino","VIC1934","U.S. Senate",NA,"Dem","Kevin DeLeon",253
"22756","San Bernardino","VIC1938","U.S. Senate",NA,"Dem","Kevin DeLeon",148
"22757","San Bernardino","VIC2041","U.S. Senate",NA,"Dem","Kevin DeLeon",0
"22758","San Bernardino","VIC2195","U.S. Senate",NA,"Dem","Kevin DeLeon",42
"22759","San Bernardino","VIC2196","U.S. Senate",NA,"Dem","Kevin DeLeon",181
"22760","San Bernardino","VIC2197","U.S. Senate",NA,"Dem","Kevin DeLeon",191
"22761","San Bernardino","VIC2201","U.S. Senate",NA,"Dem","Kevin DeLeon",220
"22762","San Bernardino","VY11898","U.S. Senate",NA,"Dem","Kevin DeLeon",102
"22763","San Bernardino","YU10781","U.S. Senate",NA,"Dem","Kevin DeLeon",0
"22764","San Bernardino","YU10800","U.S. Senate",NA,"Dem","Kevin DeLeon",263
"22765","San Bernardino","YU10802","U.S. Senate",NA,"Dem","Kevin DeLeon",465
"22766","San Bernardino","YU10803","U.S. Senate",NA,"Dem","Kevin DeLeon",297
"22767","San Bernardino","YU10810","U.S. Senate",NA,"Dem","Kevin DeLeon",150
"22768","San Bernardino","YU10815","U.S. Senate",NA,"Dem","Kevin DeLeon",2
"22769","San Bernardino","YU10829","U.S. Senate",NA,"Dem","Kevin DeLeon",69
"22770","San Bernardino","YU12095","U.S. Senate",NA,"Dem","Kevin DeLeon",40
"22771","San Bernardino","YU12104","U.S. Senate",NA,"Dem","Kevin DeLeon",1
"22772","San Bernardino","YU12164","U.S. Senate",NA,"Dem","Kevin DeLeon",53
"22773","San Bernardino","YU12165","U.S. Senate",NA,"Dem","Kevin DeLeon",119
"22774","San Bernardino","YU20801","U.S. Senate",NA,"Dem","Kevin DeLeon",2
"22775","San Bernardino","YU20811","U.S. Senate",NA,"Dem","Kevin DeLeon",154
"22776","San Bernardino","YU20812","U.S. Senate",NA,"Dem","Kevin DeLeon",273
"22777","San Bernardino","YU20817","U.S. Senate",NA,"Dem","Kevin DeLeon",93
"22778","San Bernardino","YU20821","U.S. Senate",NA,"Dem","Kevin DeLeon",410
"22779","San Bernardino","YU20828","U.S. Senate",NA,"Dem","Kevin DeLeon",0
"22780","San Bernardino","YU21779","U.S. Senate",NA,"Dem","Kevin DeLeon",295
"22781","San Bernardino","YU22096","U.S. Senate",NA,"Dem","Kevin DeLeon",19
"22782","San Bernardino","YU22097","U.S. Senate",NA,"Dem","Kevin DeLeon",105
"22783","San Bernardino","YU30813","U.S. Senate",NA,"Dem","Kevin DeLeon",265
"22784","San Bernardino","YU31777","U.S. Senate",NA,"Dem","Kevin DeLeon",149
"22785","San Bernardino","YU31778","U.S. Senate",NA,"Dem","Kevin DeLeon",173
"22786","San Bernardino","YU32099","U.S. Senate",NA,"Dem","Kevin DeLeon",19
"22787","San Bernardino","YU32100","U.S. Senate",NA,"Dem","Kevin DeLeon",159
"22788","San Bernardino","YU32101","U.S. Senate",NA,"Dem","Kevin DeLeon",119
"22789","San Bernardino","YU32102","U.S. Senate",NA,"Dem","Kevin DeLeon",86
"22790","San Bernardino","YU40806","U.S. Senate",NA,"Dem","Kevin DeLeon",455
"22791","San Bernardino","YU40807","U.S. Senate",NA,"Dem","Kevin DeLeon",468
"22792","San Bernardino","YU40819","U.S. Senate",NA,"Dem","Kevin DeLeon",179
"22793","San Bernardino","YU40824","U.S. Senate",NA,"Dem","Kevin DeLeon",111
"22794","San Bernardino","YU42103","U.S. Senate",NA,"Dem","Kevin DeLeon",81
"22795","San Bernardino","YU42105","U.S. Senate",NA,"Dem","Kevin DeLeon",81
"22796","San Bernardino","YU50814","U.S. Senate",NA,"Dem","Kevin DeLeon",46
"22797","San Bernardino","YU50816","U.S. Senate",NA,"Dem","Kevin DeLeon",521
"22798","San Bernardino","YU50818","U.S. Senate",NA,"Dem","Kevin DeLeon",428
"22799","San Bernardino","YU50820","U.S. Senate",NA,"Dem","Kevin DeLeon",483
"22800","San Bernardino","YU50822","U.S. Senate",NA,"Dem","Kevin DeLeon",2
"22801","San Bernardino","YU50823","U.S. Senate",NA,"Dem","Kevin DeLeon",0
"22802","San Bernardino","YU50830","U.S. Senate",NA,"Dem","Kevin DeLeon",98
"22803","San Bernardino","YU50833","U.S. Senate",NA,"Dem","Kevin DeLeon",1
"22804","San Bernardino","YU51776","U.S. Senate",NA,"Dem","Kevin DeLeon",2
"22805","San Bernardino","YU52098","U.S. Senate",NA,"Dem","Kevin DeLeon",1
"22806","San Bernardino","YV10265","U.S. Senate",NA,"Dem","Kevin DeLeon",205
"22807","San Bernardino","YV11896","U.S. Senate",NA,"Dem","Kevin DeLeon",89
"22808","San Bernardino","YV11897","U.S. Senate",NA,"Dem","Kevin DeLeon",52
"22809","San Bernardino","YV20267","U.S. Senate",NA,"Dem","Kevin DeLeon",3
"22810","San Bernardino","YV20268","U.S. Senate",NA,"Dem","Kevin DeLeon",146
"22811","San Bernardino","YV20272","U.S. Senate",NA,"Dem","Kevin DeLeon",196
"22812","San Bernardino","YV21895","U.S. Senate",NA,"Dem","Kevin DeLeon",2
"22813","San Bernardino","YV22126","U.S. Senate",NA,"Dem","Kevin DeLeon",22
"22814","San Bernardino","YV22130","U.S. Senate",NA,"Dem","Kevin DeLeon",89
"22815","San Bernardino","YV22186","U.S. Senate",NA,"Dem","Kevin DeLeon",6
"22816","San Bernardino","YV30266","U.S. Senate",NA,"Dem","Kevin DeLeon",160
"22817","San Bernardino","YV30270","U.S. Senate",NA,"Dem","Kevin DeLeon",11
"22818","San Bernardino","YV30271","U.S. Senate",NA,"Dem","Kevin DeLeon",443
"22819","San Bernardino","YV31899","U.S. Senate",NA,"Dem","Kevin DeLeon",16
"22820","San Bernardino","YV32137","U.S. Senate",NA,"Dem","Kevin DeLeon",27
"22821","San Bernardino","YV40273","U.S. Senate",NA,"Dem","Kevin DeLeon",9
"22822","San Bernardino","YV40275","U.S. Senate",NA,"Dem","Kevin DeLeon",242
"22823","San Bernardino","YV41902","U.S. Senate",NA,"Dem","Kevin DeLeon",159
"22824","San Bernardino","YV41903","U.S. Senate",NA,"Dem","Kevin DeLeon",10
"22825","San Bernardino","YV41904","U.S. Senate",NA,"Dem","Kevin DeLeon",44
"22826","San Bernardino","YV42127","U.S. Senate",NA,"Dem","Kevin DeLeon",9
"22827","San Bernardino","YV42129","U.S. Senate",NA,"Dem","Kevin DeLeon",21
"22828","San Bernardino","YV50274","U.S. Senate",NA,"Dem","Kevin DeLeon",311
"22829","San Bernardino","YV51900","U.S. Senate",NA,"Dem","Kevin DeLeon",9
"22830","San Bernardino","YV51901","U.S. Senate",NA,"Dem","Kevin DeLeon",118
"22831","San Bernardino","YV52128","U.S. Senate",NA,"Dem","Kevin DeLeon",30
"22832","San Bernardino","SAN BERNARDINO","U.S. Senate",NA,"Dem","Kevin DeLeon",233103
"22833","San Bernardino","ADE0111","Public Instruction",NA,"None","Marshall Tuck",1
"22834","San Bernardino","ADE0380","Public Instruction",NA,"None","Marshall Tuck",258
"22835","San Bernardino","ADE0381","Public Instruction",NA,"None","Marshall Tuck",190
"22836","San Bernardino","ADE0382","Public Instruction",NA,"None","Marshall Tuck",373
"22837","San Bernardino","ADE0383","Public Instruction",NA,"None","Marshall Tuck",490
"22838","San Bernardino","ADE0388","Public Instruction",NA,"None","Marshall Tuck",4
"22839","San Bernardino","ADE0391","Public Instruction",NA,"None","Marshall Tuck",80
"22840","San Bernardino","ADE0392","Public Instruction",NA,"None","Marshall Tuck",512
"22841","San Bernardino","ADE0393","Public Instruction",NA,"None","Marshall Tuck",323
"22842","San Bernardino","ADE1927","Public Instruction",NA,"None","Marshall Tuck",109
"22843","San Bernardino","ADE1928","Public Instruction",NA,"None","Marshall Tuck",1
